column1,column2,label
0,0.9874800941287577,-0.7275083556372552,0
1,0.09960445946056012,-0.44848272950261,0
2,0.3767601621291644,-0.4145818505831119,0
3,-1.0680571886236092,-0.16353093376954875,1
4,2.615004268751495,0.1259335904028599,1
5,-0.3530062001853713,0.9898737484798661,1
6,1.7774088401509271,-0.01236016368641768,1
7,1.007249380239675,-0.9471768422501695,0
8,-1.9325504461588452,-2.2028113317193756,0
9,-1.8108749030667104,-2.17741901575918,0
10,0.1811246928122795,-0.49460043531911346,0
11,1.4775898283562103,-0.5421085036048151,0
12,-0.7982372662978887,1.4104596311088216,1
13,3.164693676226627,-0.325270461404139,0
14,-1.1380491795127314,-1.245664883119061,1
15,3.6726622780886116,-0.9012335444551065,1
16,-0.703879646671338,-0.23211892255727268,0
17,-0.17692045707709336,0.8840974471832356,1
18,0.7228070353082365,-0.7180993193787868,0
19,-0.94326837300195,0.100087658646556,1
20,0.43830670747743083,-0.5276789522944553,0
21,-0.6200433505191921,-0.5436051841812051,1
22,-0.10650721619862513,1.1810289123193538,1
23,-1.624053836592311,-0.6734537128419973,0
24,0.730019785692423,0.3059872665153089,1
25,-0.2722301789581235,1.5308912642536932,1
26,1.2190663097949548,-0.5084652355529057,0
27,0.7889975009487671,1.230009492259552,0
28,0.6581360398809144,0.44627222565781755,0
29,-0.95165020413406,-1.4763454057680305,1
30,-1.2540782334973533,-0.9816140437387617,0
31,2.151649811428584,-0.44047077044418764,0
32,-0.2170293890278986,-0.3109610167706417,1
33,-0.3501182606335431,1.575626454372826,1
34,3.523507474962234,-0.47979191547520383,1
35,-0.11996332199373771,1.2729004056793454,1
36,-2.3302116401165964,-0.7106185829800666,0
37,1.0427600474201866,-0.44667400490041514,0
38,-0.4975142690632856,0.3125270271515057,0
39,0.9672007355837969,-0.32684346214707993,1
40,-0.13198045787822,0.1290563638106379,1
41,0.5552248121513894,0.8932423785083179,0
42,-0.11884074207583806,0.09987504492975818,0
43,-0.832650483525929,-0.9325198628543203,0
44,-0.08122954822440376,0.7382894297616884,1
45,0.11934974950079702,-0.6672716358604172,0
46,1.1593271793446251,-0.13062884341751607,0
47,1.1380384862636541,0.5662072813035258,1
48,-0.4143474192346833,-0.2183394616402814,0
49,0.9008531872055829,-0.3062327278331043,0
50,-1.0534142727911808,0.9378735369262514,1
51,-1.0016171235614997,-0.9798564866585724,1
52,-1.5379982549276474,-2.295772579493731,0
53,2.1204557802076858,-0.4537151476114215,0
54,1.8685481654470544,-0.4879464641344451,0
55,-0.44111266953214473,0.7772300634475693,1
56,-1.1855113497632837,0.929260780384493,1
57,0.05638799047883758,0.3142662164798028,1
58,-0.4453416792825604,0.5038785393609938,1
59,-0.388022965860901,-0.33402504105253467,0
60,0.21058209184830545,0.08571510641633573,0
61,-0.43582769822641954,1.1523366981672503,1
62,0.41719333744017256,-0.2715512417585132,0
63,-1.20686980434744,-1.0700445355219015,1
64,0.6653480087515178,0.5872696499885744,1
65,0.34660898930211304,-0.6820731356070122,0
66,-0.865554101715982,0.719286048533248,1
67,-0.16634706605397132,0.9257229504949891,1
68,-0.1590776492160938,0.16601602456501774,0
69,-0.5191080542052902,0.5912600026708907,1
70,-0.47085023967462347,1.102830705012443,1
71,-0.7838524613125302,-0.8789337222709768,0
72,-0.9247366076674619,1.1178164853297508,1
73,2.73658730891077,-0.11471041790935144,0
74,0.4980161080737949,0.4839663916465573,0
75,-0.8274756642230785,0.9754400341260373,1
76,1.0612794690815623,1.089080019152136,0
77,-0.478061814003036,1.0360831353351958,1
78,-0.9064025773330044,0.6979015984082028,1
79,-0.786758390555605,0.9585015628921532,1
80,-0.5711914417121711,1.1878157888167078,1
81,-0.3014760589193326,1.1387278061647372,1
82,-0.4832815313473561,0.5982492774395713,1
83,-0.7863160625645208,-0.8567209310156241,0
84,-0.7909183724459238,0.4629155630353923,1
85,-0.06800793796856308,0.09806854829334033,0
86,3.1043284818080545,-0.37920385555870495,1
87,-1.5034258965047336,-0.5221202953072661,0
88,-0.5301880217897579,-0.4383815334558538,0
89,-0.7306323697154063,0.45313987946098494,1
